Participant_ID,Concept_ID,Concept_Type,Concept,Evaluation,Potency,Activity,Rating_Total,Proportion_Rated
70,333,Other Concepts,organization,2.2,1.2,2.3,61,0.967213115
80,333,Other Concepts,organization,1.1,1,0.5,61,0.967213115
94,333,Other Concepts,organization,3.2,3.1,-0.1,61,0.967213115
120,333,Other Concepts,organization,3.8,3.1,3.3,61,0.967213115
126,333,Other Concepts,organization,2.8,3.3,3.3,61,0.950819672
128,333,Other Concepts,organization,3.1,3.4,3.6,61,0.950819672
130,333,Other Concepts,organization,2.1,1.8,2.6,61,0.967213115
141,333,Other Concepts,organization,3,2.3,1.9,61,0.967213115
146,333,Other Concepts,organization,3.3,2.7,2.2,61,0.967213115
173,333,Other Concepts,organization,0.1,0.1,0,61,0.967213115
183,333,Other Concepts,organization,3.4,3.9,3.2,61,0.967213115
190,333,Other Concepts,organization,2.6,1.8,2.9,61,0.967213115
203,333,Other Concepts,organization,4,1.6,-0.8,61,0.967213115
215,333,Other Concepts,organization,2.3,3.2,3,61,0.967213115
220,333,Other Concepts,organization,4,4,2.1,61,0.967213115
269,333,Other Concepts,organization,4,4,4,61,0.967213115
270,333,Other Concepts,organization,2.3,3.3,4,61,0.967213115
274,333,Other Concepts,organization,0.2,0.2,0.2,61,0.967213115
280,333,Other Concepts,organization,-0.4,0.7,1.2,61,0.967213115
300,333,Other Concepts,organization,0.4,-0.7,0.6,61,0.967213115
307,333,Other Concepts,organization,3.3,2.3,0.4,61,0.967213115
316,333,Other Concepts,organization,2.9,1.1,4,61,0.967213115
323,333,Other Concepts,organization,4,4,-4,61,0.967213115
324,333,Other Concepts,organization,-1.4,-1.5,-0.4,61,0.967213115
334,333,Other Concepts,organization,1.1,1,2,61,0.967213115
336,333,Other Concepts,organization,2.1,3,2.9,61,0.967213115
348,333,Other Concepts,organization,3.2,2.9,3.5,61,0.967213115
351,333,Other Concepts,organization,0.9,0.8,1.1,61,0.967213115
354,333,Other Concepts,organization,4,4,3.8,61,0.967213115
362,333,Other Concepts,organization,3.1,2.3,3.3,61,0.967213115
369,333,Other Concepts,organization,-0.9,1.2,0.8,61,0.967213115
374,333,Other Concepts,organization,0.6,0.2,0.4,61,0.967213115
392,333,Other Concepts,organization,2.1,2.1,2,61,0.967213115
395,333,Other Concepts,organization,-1,1.4,2,61,0.967213115
400,333,Other Concepts,organization,2.9,3.1,3,61,0.967213115
403,333,Other Concepts,organization,1.7,-1,3.6,61,0.967213115
404,333,Other Concepts,organization,4,1.7,-3.6,61,0.967213115
419,333,Other Concepts,organization,2.5,2.5,1.7,61,0.967213115
423,333,Other Concepts,organization,2.8,2.8,2.7,61,0.967213115
434,333,Other Concepts,organization,3.9,4,3.9,61,0.967213115
456,333,Other Concepts,organization,1.6,3.2,1.9,61,0.967213115
28,334,Asocial Behaviors,override,3.1,2.8,3.2,61,0.967213115
41,334,Asocial Behaviors,override,-0.1,-0.1,0,61,0.967213115
44,334,Asocial Behaviors,override,2.4,1.5,2.9,61,0.967213115
51,334,Asocial Behaviors,override,1.7,2.7,1.4,61,0.967213115
54,334,Asocial Behaviors,override,1.7,2.9,2.2,61,0.967213115
60,334,Asocial Behaviors,override,1.1,4,2.1,61,0.967213115
63,334,Asocial Behaviors,override,2.4,2.2,2.2,61,0.967213115
70,334,Asocial Behaviors,override,0.8,2.8,2.3,61,0.967213115
80,334,Asocial Behaviors,override,1,-1,1,61,0.967213115
94,334,Asocial Behaviors,override,3,3.1,0.1,61,0.967213115
120,334,Asocial Behaviors,override,3.8,3.9,3.9,61,0.967213115
126,334,Asocial Behaviors,override,3.3,3.4,3.7,61,0.950819672
128,334,Asocial Behaviors,override,2,3.1,3.4,61,0.950819672
130,334,Asocial Behaviors,override,2.2,1.8,2.2,61,0.967213115
141,334,Asocial Behaviors,override,1.5,-0.6,-0.8,61,0.967213115
146,334,Asocial Behaviors,override,1.8,2.9,3.6,61,0.967213115
173,334,Asocial Behaviors,override,-0.9,-1,-1,61,0.967213115
183,334,Asocial Behaviors,override,3.2,4,3.3,61,0.967213115
190,334,Asocial Behaviors,override,3.7,3.8,3.8,61,0.967213115
203,334,Asocial Behaviors,override,-2.5,4,4,61,0.967213115
215,334,Asocial Behaviors,override,-2.7,0.1,0.1,61,0.967213115
220,334,Asocial Behaviors,override,0,4,4,61,0.967213115
269,334,Asocial Behaviors,override,0,0,0,61,0.967213115
270,334,Asocial Behaviors,override,2.1,2.2,2.2,61,0.967213115
274,334,Asocial Behaviors,override,0.9,0.9,1.9,61,0.967213115
280,334,Asocial Behaviors,override,0.9,0.8,2.2,61,0.967213115
300,334,Asocial Behaviors,override,1.6,-0.6,1.2,61,0.967213115
307,334,Asocial Behaviors,override,2.6,3.1,2.9,61,0.967213115
316,334,Asocial Behaviors,override,3.1,1.2,4,61,0.967213115
323,334,Asocial Behaviors,override,-1.2,1.5,-1,61,0.967213115
324,334,Asocial Behaviors,override,1.7,0.5,-0.6,61,0.967213115
334,334,Asocial Behaviors,override,3.1,2,3,61,0.967213115
336,334,Asocial Behaviors,override,-0.5,-0.4,1.3,61,0.967213115
348,334,Asocial Behaviors,override,2.7,2,3.2,61,0.967213115
351,334,Asocial Behaviors,override,0.9,0.8,0.8,61,0.967213115
354,334,Asocial Behaviors,override,3.1,3.9,3.9,61,0.967213115
362,334,Asocial Behaviors,override,0.9,0.9,0.8,61,0.967213115
369,334,Asocial Behaviors,override,1.1,-0.6,1.6,61,0.967213115
374,334,Asocial Behaviors,override,0.2,0.3,0.2,61,0.967213115
392,334,Asocial Behaviors,override,2.6,3.1,2.2,61,0.967213115
395,334,Asocial Behaviors,override,1.4,2.2,2.2,61,0.967213115
400,334,Asocial Behaviors,override,1.8,2,2.1,61,0.967213115
403,334,Asocial Behaviors,override,1.6,-0.7,1.6,61,0.967213115
404,334,Asocial Behaviors,override,1,-0.4,1.9,61,0.967213115
419,334,Asocial Behaviors,override,-1.1,-1.5,-1.7,61,0.967213115
423,334,Asocial Behaviors,override,3.1,3.3,3.3,61,0.967213115
434,334,Asocial Behaviors,override,-3.7,-3.7,-3.3,61,0.967213115
456,334,Asocial Behaviors,override,2.1,3.4,2.6,61,0.967213115
10,335,Asocial Behaviors,overwrite,-1,1,1.1,58,1
17,335,Asocial Behaviors,overwrite,3,2.9,2.3,58,1
18,335,Asocial Behaviors,overwrite,0.4,2.4,0.4,58,1
20,335,Asocial Behaviors,overwrite,-1,-0.2,0.3,58,1
21,335,Asocial Behaviors,overwrite,2.7,2.6,1.7,58,1
23,335,Asocial Behaviors,overwrite,1.8,0.7,-1.5,58,1
31,335,Asocial Behaviors,overwrite,3.7,1.8,3.3,58,1
45,335,Asocial Behaviors,overwrite,1.4,0.5,2.4,58,1
59,335,Asocial Behaviors,overwrite,0,3.1,2,58,1
64,335,Asocial Behaviors,overwrite,-0.3,-0.2,4,58,1
68,335,Asocial Behaviors,overwrite,-1.4,-1.5,-0.9,58,1
72,335,Asocial Behaviors,overwrite,0.4,1.1,0.6,58,1
79,335,Asocial Behaviors,overwrite,-1,-1,-1.1,58,1
106,335,Asocial Behaviors,overwrite,-3,-3.1,-3.8,58,1
117,335,Asocial Behaviors,overwrite,2.1,2.9,-1.3,58,1
129,335,Asocial Behaviors,overwrite,2.7,3.3,3.4,58,1
143,335,Asocial Behaviors,overwrite,3.4,3.1,3.6,58,1
155,335,Asocial Behaviors,overwrite,0.7,1,0.9,58,1
196,335,Asocial Behaviors,overwrite,-1,1.1,0.1,58,1
209,335,Asocial Behaviors,overwrite,2.4,2.2,2.6,58,1
216,335,Asocial Behaviors,overwrite,2.8,1.7,2.3,58,1
234,335,Asocial Behaviors,overwrite,-1,2.1,1,58,1
245,335,Asocial Behaviors,overwrite,1,1,1,58,1
264,335,Asocial Behaviors,overwrite,0,0,0.1,58,1
267,335,Asocial Behaviors,overwrite,2.1,1.4,-1.2,58,1
305,335,Asocial Behaviors,overwrite,1.6,2.4,3.1,58,1
311,335,Asocial Behaviors,overwrite,3,2.7,0.1,58,1
320,335,Asocial Behaviors,overwrite,4,4,4,58,1
359,335,Asocial Behaviors,overwrite,0.8,0.2,-0.9,58,1
370,335,Asocial Behaviors,overwrite,0.7,0.5,1.1,58,1
378,335,Asocial Behaviors,overwrite,0.3,3.2,2.7,58,1
387,335,Asocial Behaviors,overwrite,1.3,2.1,1.1,58,1
410,335,Asocial Behaviors,overwrite,1.8,-1.4,-1.1,58,1
420,335,Asocial Behaviors,overwrite,-0.7,-1.2,1.3,58,1
421,335,Asocial Behaviors,overwrite,0.1,0.1,-0.2,58,1
427,335,Asocial Behaviors,overwrite,3.2,4,4,58,1
449,335,Asocial Behaviors,overwrite,-4,-4,-4,58,1
458,335,Asocial Behaviors,overwrite,3.1,4,3.4,58,1
465,335,Asocial Behaviors,overwrite,2.1,3.1,1,58,1
466,335,Asocial Behaviors,overwrite,2.7,1.1,3.3,58,1
470,335,Asocial Behaviors,overwrite,1.3,2.3,3.3,58,1
477,335,Asocial Behaviors,overwrite,3.9,3.2,4,58,1
483,335,Asocial Behaviors,overwrite,3,3.2,3.2,58,1
487,335,Asocial Behaviors,overwrite,-1.6,2.4,2.7,58,1
489,335,Asocial Behaviors,overwrite,1.7,-1.5,2.4,58,1
492,335,Asocial Behaviors,overwrite,-0.3,-1.2,-1.4,58,1
493,335,Asocial Behaviors,overwrite,3.5,2.9,4,58,1
495,335,Asocial Behaviors,overwrite,0.1,0.1,0.1,58,1
496,335,Asocial Behaviors,overwrite,-1,3.1,2.1,58,1
498,335,Asocial Behaviors,overwrite,1,2.6,1.5,58,1
10,336,Other Concepts,parameter,1.1,2.3,0.5,58,1
17,336,Other Concepts,parameter,2.9,2.1,2.2,58,1
18,336,Other Concepts,parameter,1.7,1.2,1.9,58,1
20,336,Other Concepts,parameter,0.1,-0.1,0.1,58,1
21,336,Other Concepts,parameter,0.7,0.9,1,58,1
23,336,Other Concepts,parameter,1.3,1,-0.1,58,1
31,336,Other Concepts,parameter,2.3,2.5,2.7,58,1
45,336,Other Concepts,parameter,1.6,1.1,2.4,58,1
59,336,Other Concepts,parameter,2.5,2.7,2.4,58,1
64,336,Other Concepts,parameter,2.6,1.4,1.4,58,1
68,336,Other Concepts,parameter,0.4,0.3,0.3,58,1
72,336,Other Concepts,parameter,0.3,0.2,0.3,58,1
79,336,Other Concepts,parameter,2.1,2.1,3,58,1
106,336,Other Concepts,parameter,2.2,2,3.1,58,1
117,336,Other Concepts,parameter,1.9,2,2.2,58,1
129,336,Other Concepts,parameter,2.7,3.3,3.4,58,1
143,336,Other Concepts,parameter,2.2,-1.6,-3.8,58,1
155,336,Other Concepts,parameter,4,4,4,58,1
196,336,Other Concepts,parameter,1.5,0.8,1.5,58,1
209,336,Other Concepts,parameter,2.1,2.1,2.2,58,1
216,336,Other Concepts,parameter,2.9,3.1,2.2,58,1
234,336,Other Concepts,parameter,0.2,0.7,-2,58,1
245,336,Other Concepts,parameter,1,1,1.1,58,1
264,336,Other Concepts,parameter,2.2,1.8,0.8,58,1
267,336,Other Concepts,parameter,1.7,-2,-0.4,58,1
305,336,Other Concepts,parameter,1.6,2.3,3.3,58,1
311,336,Other Concepts,parameter,0.4,1.8,1.3,58,1
320,336,Other Concepts,parameter,4,4,4,58,1
359,336,Other Concepts,parameter,0.5,1.2,-1.2,58,1
370,336,Other Concepts,parameter,0.9,1.2,1.4,58,1
378,336,Other Concepts,parameter,0.7,0.8,0.3,58,1
387,336,Other Concepts,parameter,1.8,1.9,0.9,58,1
410,336,Other Concepts,parameter,2.8,-1.6,-0.8,58,1
420,336,Other Concepts,parameter,4,4,3.1,58,1
421,336,Other Concepts,parameter,0.7,2.1,1.1,58,1
427,336,Other Concepts,parameter,3.4,4,4,58,1
449,336,Other Concepts,parameter,2.8,1.7,2.1,58,1
458,336,Other Concepts,parameter,4,4,4,58,1
465,336,Other Concepts,parameter,1.8,3.1,0.9,58,1
466,336,Other Concepts,parameter,2.6,0,-1.4,58,1
470,336,Other Concepts,parameter,0.8,-1,1.4,58,1
477,336,Other Concepts,parameter,4,4,4,58,1
483,336,Other Concepts,parameter,3.4,3.1,3.4,58,1
487,336,Other Concepts,parameter,2.4,2.6,-1.8,58,1
489,336,Other Concepts,parameter,-1.2,1.8,-0.9,58,1
492,336,Other Concepts,parameter,-1.4,-0.8,-1.1,58,1
493,336,Other Concepts,parameter,4,4,4,58,1
495,336,Other Concepts,parameter,0.3,-0.6,0.9,58,1
496,336,Other Concepts,parameter,0.1,2.1,0.1,58,1
498,336,Other Concepts,parameter,0.4,1.5,1,58,1
16,337,Asocial Behaviors,parse,1.1,-1.1,2.1,58,1
24,337,Asocial Behaviors,parse,1,0.5,1.3,58,1
25,337,Asocial Behaviors,parse,3.2,4,2.9,58,1
36,337,Asocial Behaviors,parse,1.1,1.5,2.1,58,1
46,337,Asocial Behaviors,parse,0,-0.1,0,58,1
52,337,Asocial Behaviors,parse,-0.6,-0.9,-1.4,58,1
67,337,Asocial Behaviors,parse,3.1,2.9,3.5,58,1
71,337,Asocial Behaviors,parse,2.5,1.6,2.4,58,1
74,337,Asocial Behaviors,parse,-1.4,2.1,0.9,58,1
76,337,Asocial Behaviors,parse,-2,-2.4,-1.7,58,1
114,337,Asocial Behaviors,parse,2.9,2.5,1.9,58,1
123,337,Asocial Behaviors,parse,3.5,3.3,3.5,58,1
147,337,Asocial Behaviors,parse,1.2,2,1.4,58,1
188,337,Asocial Behaviors,parse,1.1,-1.1,-1.1,58,1
189,337,Asocial Behaviors,parse,2.1,3.6,1.6,58,1
205,337,Asocial Behaviors,parse,3.7,2.9,3.6,58,1
206,337,Asocial Behaviors,parse,-2.1,2,1.6,58,1
211,337,Asocial Behaviors,parse,4,4,4,58,1
222,337,Asocial Behaviors,parse,3.9,3.2,3.8,58,0.982758621
232,337,Asocial Behaviors,parse,3.4,3.1,3.4,58,1
238,337,Asocial Behaviors,parse,0.1,-0.2,-0.2,58,1
258,337,Asocial Behaviors,parse,1.7,2.1,2.7,58,1
265,337,Asocial Behaviors,parse,0.1,0.1,0.1,58,1
283,337,Asocial Behaviors,parse,1.5,1.5,2.1,58,1
289,337,Asocial Behaviors,parse,0.1,0.1,0.1,58,1
306,337,Asocial Behaviors,parse,1.2,1.1,0.9,58,1
310,337,Asocial Behaviors,parse,3.1,2.2,0.7,58,1
312,337,Asocial Behaviors,parse,-1.6,-1.5,-1,58,1
313,337,Asocial Behaviors,parse,0,0,0,58,1
325,337,Asocial Behaviors,parse,1.4,2.1,2.5,58,1
331,337,Asocial Behaviors,parse,2.3,3.4,2.6,58,1
342,337,Asocial Behaviors,parse,3.7,3.4,3.8,58,1
344,337,Asocial Behaviors,parse,4,3.5,3.8,58,1
347,337,Asocial Behaviors,parse,2,2.2,2.8,58,1
352,337,Asocial Behaviors,parse,2.6,3.5,2.9,58,1
371,337,Asocial Behaviors,parse,0.1,-0.1,0.1,58,1
376,337,Asocial Behaviors,parse,3.8,3.8,3.8,58,1
379,337,Asocial Behaviors,parse,3.7,3.6,3.6,58,1
380,337,Asocial Behaviors,parse,-0.5,1.3,-0.6,58,1
384,337,Asocial Behaviors,parse,2.2,3.1,2.4,58,1
407,337,Asocial Behaviors,parse,2.1,1,-0.2,58,1
417,337,Asocial Behaviors,parse,4,4,4,58,1
451,337,Asocial Behaviors,parse,-1.1,1.3,1.2,58,1
462,337,Asocial Behaviors,parse,2.1,1.3,-1.9,58,1
485,337,Asocial Behaviors,parse,0,0,-0.1,58,1
638,337,Asocial Behaviors,parse,2.4,2.6,1.5,58,1
640,337,Asocial Behaviors,parse,0,-1,0,58,1
642,337,Asocial Behaviors,parse,-1.7,-0.8,1.8,58,1
653,337,Asocial Behaviors,parse,0.6,0.3,-0.2,58,1
673,337,Asocial Behaviors,parse,1.9,-3.3,-2.5,58,1
16,338,Other Concepts,parser,-0.9,1.1,-0.9,58,1
24,338,Other Concepts,parser,-0.9,-1,-1.1,58,1
25,338,Other Concepts,parser,2.5,3.3,1.6,58,1
36,338,Other Concepts,parser,-0.8,-0.8,-0.7,58,1
46,338,Other Concepts,parser,0,-0.1,0,58,1
52,338,Other Concepts,parser,1.4,-1.3,1.4,58,1
67,338,Other Concepts,parser,3,2.4,3.1,58,1
71,338,Other Concepts,parser,2.8,1.3,2,58,1
74,338,Other Concepts,parser,2.3,3.1,-1.9,58,1
76,338,Other Concepts,parser,-1,-0.4,-0.4,58,1
114,338,Other Concepts,parser,2.5,2.2,2.8,58,1
123,338,Other Concepts,parser,-1.7,-2.2,-2.4,58,1
147,338,Other Concepts,parser,1.6,-1.3,1.9,58,1
188,338,Other Concepts,parser,2,1.4,1.1,58,1
189,338,Other Concepts,parser,2.9,4,3.7,58,1
205,338,Other Concepts,parser,3.3,3.7,1.4,58,1
206,338,Other Concepts,parser,1.6,3,2.7,58,1
211,338,Other Concepts,parser,4,4,4,58,1
222,338,Other Concepts,parser,3.9,3.4,3.8,58,0.982758621
232,338,Other Concepts,parser,3.6,-2.3,2.5,58,1
238,338,Other Concepts,parser,4,4,4,58,1
258,338,Other Concepts,parser,1.6,1.4,2,58,1
265,338,Other Concepts,parser,0.1,-0.1,0,58,1
283,338,Other Concepts,parser,0.2,-0.3,0.2,58,1
289,338,Other Concepts,parser,0.1,0.1,0.1,58,1
306,338,Other Concepts,parser,1.2,1.6,1.5,58,1
310,338,Other Concepts,parser,0.1,0.2,0,58,1
312,338,Other Concepts,parser,3.2,2.9,3.1,58,1
313,338,Other Concepts,parser,0,0,0,58,1
325,338,Other Concepts,parser,-1.8,-1.3,-1.2,58,1
331,338,Other Concepts,parser,3.1,2.9,2.6,58,1
342,338,Other Concepts,parser,2.5,-2,-1.7,58,1
344,338,Other Concepts,parser,4,4,4,58,1
347,338,Other Concepts,parser,2.7,1.3,-1.8,58,1
352,338,Other Concepts,parser,3.4,3.1,3.9,58,1
371,338,Other Concepts,parser,0,0.1,0.1,58,1
376,338,Other Concepts,parser,4,3.5,3.7,58,1
379,338,Other Concepts,parser,3.8,4,3.8,58,1
380,338,Other Concepts,parser,1.2,0.7,1.1,58,1
384,338,Other Concepts,parser,1.3,1.3,2.2,58,1
407,338,Other Concepts,parser,1.3,-1.2,2.3,58,1
417,338,Other Concepts,parser,4,4,4,58,1
451,338,Other Concepts,parser,-1.1,-1,1,58,1
462,338,Other Concepts,parser,2.1,2.1,-1.9,58,1
485,338,Other Concepts,parser,-1.1,-0.9,-0.8,58,1
638,338,Other Concepts,parser,3.4,2.6,3.5,58,1
640,338,Other Concepts,parser,1,-1,-1.9,58,1
642,338,Other Concepts,parser,-1.9,-0.8,1.2,58,1
653,338,Other Concepts,parser,1,0.3,-0.3,58,1
673,338,Other Concepts,parser,2.3,-2,1.8,58,1
5,339,Bales Values,Passive non-cooperation with authority,4,4,4,63,0.968253968
7,339,Bales Values,Passive non-cooperation with authority,2.5,2,2.2,63,0.968253968
13,339,Bales Values,Passive non-cooperation with authority,2.3,1.5,-1,63,0.968253968
29,339,Bales Values,Passive non-cooperation with authority,1.8,1.4,1.9,63,0.968253968
48,339,Bales Values,Passive non-cooperation with authority,-3.8,-1.1,3.9,63,0.968253968
50,339,Bales Values,Passive non-cooperation with authority,-2.9,-2,-3.5,63,0.968253968
56,339,Bales Values,Passive non-cooperation with authority,3.4,2.3,3.5,63,0.968253968
66,339,Bales Values,Passive non-cooperation with authority,-2,-1.7,-1.3,63,0.968253968
85,339,Bales Values,Passive non-cooperation with authority,1.6,1.6,1.6,63,0.968253968
97,339,Bales Values,Passive non-cooperation with authority,3.9,4,4,63,0.968253968
98,339,Bales Values,Passive non-cooperation with authority,1.5,2.1,3.3,63,0.968253968
103,339,Bales Values,Passive non-cooperation with authority,1.7,2.3,-1.7,63,0.968253968
109,339,Bales Values,Passive non-cooperation with authority,1.6,3.5,3,63,0.968253968
132,339,Bales Values,Passive non-cooperation with authority,-3.3,-1.9,1.4,63,0.968253968
135,339,Bales Values,Passive non-cooperation with authority,3.5,3.3,3.1,63,0.968253968
149,339,Bales Values,Passive non-cooperation with authority,-3,-3.1,-3,63,0.968253968
156,339,Bales Values,Passive non-cooperation with authority,1.2,1.2,1.2,63,0.968253968
158,339,Bales Values,Passive non-cooperation with authority,-3.9,3.7,3.9,63,0.968253968
169,339,Bales Values,Passive non-cooperation with authority,1.9,1.5,2.5,63,0.952380952
172,339,Bales Values,Passive non-cooperation with authority,-3.8,1,0.6,63,0.968253968
175,339,Bales Values,Passive non-cooperation with authority,-2.1,-1,0.9,63,0.968253968
180,339,Bales Values,Passive non-cooperation with authority,0.1,0.1,0.1,63,0.968253968
186,339,Bales Values,Passive non-cooperation with authority,0.5,1.7,0.8,63,0.968253968
187,339,Bales Values,Passive non-cooperation with authority,-3,-0.5,-0.9,63,0.968253968
193,339,Bales Values,Passive non-cooperation with authority,2.6,1.1,3.2,63,0.968253968
195,339,Bales Values,Passive non-cooperation with authority,3.4,3.7,3.1,63,0.968253968
199,339,Bales Values,Passive non-cooperation with authority,1.5,2.5,2.4,63,0.968253968
219,339,Bales Values,Passive non-cooperation with authority,-2.1,-2.7,-1.8,63,0.968253968
224,339,Bales Values,Passive non-cooperation with authority,-2.1,-2.1,-1,63,0.968253968
231,339,Bales Values,Passive non-cooperation with authority,-0.5,-1.3,-0.7,63,0.968253968
250,339,Bales Values,Passive non-cooperation with authority,0.3,0.4,0.5,63,0.968253968
251,339,Bales Values,Passive non-cooperation with authority,-3.8,-3.2,-2.5,63,0.968253968
255,339,Bales Values,Passive non-cooperation with authority,2,1.9,1.6,63,0.968253968
271,339,Bales Values,Passive non-cooperation with authority,-1,-1,-0.9,63,0.968253968
282,339,Bales Values,Passive non-cooperation with authority,-1.1,-1.4,-2.2,63,0.968253968
286,339,Bales Values,Passive non-cooperation with authority,2.1,1.4,-0.4,63,0.968253968
290,339,Bales Values,Passive non-cooperation with authority,-2,-1.1,-1.9,63,0.968253968
303,339,Bales Values,Passive non-cooperation with authority,1.1,1.2,2.5,63,0.968253968
314,339,Bales Values,Passive non-cooperation with authority,0.1,0.1,0.1,63,0.968253968
315,339,Bales Values,Passive non-cooperation with authority,-0.6,-0.7,-0.5,63,0.968253968
318,339,Bales Values,Passive non-cooperation with authority,2.4,2.6,2.8,63,0.952380952
322,339,Bales Values,Passive non-cooperation with authority,-4,-3.9,4,63,0.968253968
326,339,Bales Values,Passive non-cooperation with authority,4,-4,4,63,0.968253968
332,339,Bales Values,Passive non-cooperation with authority,-0.6,-1,-1,63,0.968253968
343,339,Bales Values,Passive non-cooperation with authority,2,1.9,1.8,63,0.968253968
364,339,Bales Values,Passive non-cooperation with authority,-0.9,-0.9,-0.6,63,0.968253968
409,339,Bales Values,Passive non-cooperation with authority,1.5,-0.8,1.8,63,0.968253968
413,339,Bales Values,Passive non-cooperation with authority,2,2,2,63,0.968253968
438,339,Bales Values,Passive non-cooperation with authority,2.4,1.8,2.5,63,0.968253968
28,340,Bales Values,Rejection of popularity / alone,2.8,2.3,3.2,61,0.967213115
41,340,Bales Values,Rejection of popularity / alone,3.8,3.8,-3,61,0.967213115
44,340,Bales Values,Rejection of popularity / alone,3.6,3.5,3.6,61,0.967213115
51,340,Bales Values,Rejection of popularity / alone,3.6,4,3.6,61,0.967213115
54,340,Bales Values,Rejection of popularity / alone,1.6,1.2,2.3,61,0.967213115
60,340,Bales Values,Rejection of popularity / alone,-1,-0.9,0,61,0.967213115
63,340,Bales Values,Rejection of popularity / alone,2.5,2.5,2.1,61,0.967213115
70,340,Bales Values,Rejection of popularity / alone,1.1,3.2,-1.2,61,0.967213115
80,340,Bales Values,Rejection of popularity / alone,1.1,-0.6,1.1,61,0.967213115
94,340,Bales Values,Rejection of popularity / alone,3.5,3,2.9,61,0.967213115
120,340,Bales Values,Rejection of popularity / alone,3.9,1.3,2.5,61,0.967213115
126,340,Bales Values,Rejection of popularity / alone,3,3.1,3.2,61,0.950819672
128,340,Bales Values,Rejection of popularity / alone,2.6,2.8,2.9,61,0.950819672
130,340,Bales Values,Rejection of popularity / alone,1.1,2.1,1.8,61,0.967213115
141,340,Bales Values,Rejection of popularity / alone,2.2,-1.5,2,61,0.967213115
146,340,Bales Values,Rejection of popularity / alone,3,3.4,3.6,61,0.967213115
173,340,Bales Values,Rejection of popularity / alone,-1.1,-1.2,-1.5,61,0.967213115
183,340,Bales Values,Rejection of popularity / alone,3.2,3.3,3.4,61,0.967213115
190,340,Bales Values,Rejection of popularity / alone,0.2,1,-1.1,61,0.967213115
203,340,Bales Values,Rejection of popularity / alone,0.6,1.2,0.9,61,0.967213115
215,340,Bales Values,Rejection of popularity / alone,-3.5,-2.9,-3.5,61,0.967213115
220,340,Bales Values,Rejection of popularity / alone,4,4,4,61,0.967213115
269,340,Bales Values,Rejection of popularity / alone,4,4,4,61,0.967213115
270,340,Bales Values,Rejection of popularity / alone,2.3,-1.5,-3.1,61,0.967213115
274,340,Bales Values,Rejection of popularity / alone,0.3,0.3,0.3,61,0.967213115
280,340,Bales Values,Rejection of popularity / alone,1.1,-0.6,0.9,61,0.967213115
300,340,Bales Values,Rejection of popularity / alone,-1.4,-1.1,-2.1,61,0.967213115
307,340,Bales Values,Rejection of popularity / alone,0.3,-0.5,0.2,61,0.967213115
316,340,Bales Values,Rejection of popularity / alone,3.1,-2,1.8,61,0.967213115
323,340,Bales Values,Rejection of popularity / alone,1.1,-3.1,-2.1,61,0.967213115
324,340,Bales Values,Rejection of popularity / alone,2.8,1.9,2.2,61,0.967213115
334,340,Bales Values,Rejection of popularity / alone,-1.3,-2.2,2.4,61,0.967213115
336,340,Bales Values,Rejection of popularity / alone,-2.3,-2.3,-2.2,61,0.967213115
348,340,Bales Values,Rejection of popularity / alone,2.8,2.5,3.5,61,0.967213115
351,340,Bales Values,Rejection of popularity / alone,1,1,1.1,61,0.967213115
354,340,Bales Values,Rejection of popularity / alone,2.2,2.1,2.1,61,0.967213115
362,340,Bales Values,Rejection of popularity / alone,-0.9,-0.4,-0.6,61,0.967213115
369,340,Bales Values,Rejection of popularity / alone,1.1,-1.4,1,61,0.967213115
374,340,Bales Values,Rejection of popularity / alone,-1,-1.7,-1.9,61,0.967213115
392,340,Bales Values,Rejection of popularity / alone,2.1,2.2,3.1,61,0.967213115
395,340,Bales Values,Rejection of popularity / alone,-1,-1.4,-3.7,61,0.967213115
400,340,Bales Values,Rejection of popularity / alone,1.3,1.3,1.2,61,0.967213115
403,340,Bales Values,Rejection of popularity / alone,2.8,2.5,1.3,61,0.967213115
404,340,Bales Values,Rejection of popularity / alone,0.1,0.1,0.1,61,0.967213115
419,340,Bales Values,Rejection of popularity / alone,1.2,0.8,0.7,61,0.967213115
423,340,Bales Values,Rejection of popularity / alone,2.8,2.8,2.8,61,0.967213115
434,340,Bales Values,Rejection of popularity / alone,3.8,-3.6,-3.7,61,0.967213115
456,340,Bales Values,Rejection of popularity / alone,2.8,2.9,3.5,61,0.967213115
6,341,Social Behaviors,pass something to,0.9,-0.5,0.9,61,1
8,341,Social Behaviors,pass something to,2.7,2.1,1,61,1
33,341,Social Behaviors,pass something to,4,1,-0.3,61,1
42,341,Social Behaviors,pass something to,3.1,3.1,3.2,61,1
73,341,Social Behaviors,pass something to,3,2.1,3,61,1
86,341,Social Behaviors,pass something to,3.1,4,3.7,61,1
90,341,Social Behaviors,pass something to,0.4,0.2,1.9,61,1
93,341,Social Behaviors,pass something to,3,2.2,0,61,1
99,341,Social Behaviors,pass something to,0.6,1,1.6,61,1
104,341,Social Behaviors,pass something to,0.1,0.2,0.1,61,1
111,341,Social Behaviors,pass something to,2,-0.7,2.8,61,1
119,341,Social Behaviors,pass something to,2.1,3,2,61,1
133,341,Social Behaviors,pass something to,-2.5,1,2,61,1
134,341,Social Behaviors,pass something to,2.4,2.3,-1.9,61,1
