Participant_ID,Concept_ID,Concept_Type,Concept,Evaluation,Potency,Activity,Rating_Total,Proportion_Rated
653,73,Asocial Behaviors,close,0.1,-0.1,-2.1,58,1
673,73,Asocial Behaviors,close,2.7,-2,2.7,58,1
5,74,Other Concepts,code,4,4,4,63,0.968253968
7,74,Other Concepts,code,3,2.3,3.3,63,0.968253968
13,74,Other Concepts,code,3.1,2.3,1.5,63,0.968253968
29,74,Other Concepts,code,1.9,2,2,63,0.968253968
48,74,Other Concepts,code,1.6,1.5,1.8,63,0.968253968
50,74,Other Concepts,code,0.9,1.7,2.2,63,0.968253968
56,74,Other Concepts,code,2.7,1.9,3.8,63,0.968253968
66,74,Other Concepts,code,0.2,-0.1,0.1,63,0.968253968
85,74,Other Concepts,code,-2.5,1.5,2.8,63,0.968253968
97,74,Other Concepts,code,4,4,3.9,63,0.968253968
98,74,Other Concepts,code,2.8,3.5,3.1,63,0.968253968
103,74,Other Concepts,code,2.3,-1.5,2.5,63,0.968253968
109,74,Other Concepts,code,3.2,2.6,3.6,63,0.968253968
122,74,Other Concepts,code,1.6,1.3,-1.2,63,0.888888889
132,74,Other Concepts,code,-2.5,-3.5,-0.3,63,0.968253968
135,74,Other Concepts,code,3.1,2.4,3.2,63,0.968253968
149,74,Other Concepts,code,-0.3,-0.5,-0.4,63,0.968253968
156,74,Other Concepts,code,2.5,2.9,2.3,63,0.968253968
158,74,Other Concepts,code,-3,4,4,63,0.968253968
169,74,Other Concepts,code,1.7,1.4,2,63,0.952380952
172,74,Other Concepts,code,3.7,3.7,3.7,63,0.968253968
175,74,Other Concepts,code,2.4,1.8,1.6,63,0.968253968
180,74,Other Concepts,code,3.9,3.7,3.8,63,0.968253968
186,74,Other Concepts,code,1.4,2,2.5,63,0.968253968
187,74,Other Concepts,code,0,2.9,0.1,63,0.968253968
193,74,Other Concepts,code,-1.8,-1,0,63,0.968253968
195,74,Other Concepts,code,4,4,-4,63,0.968253968
199,74,Other Concepts,code,1.7,1.1,1.9,63,0.968253968
219,74,Other Concepts,code,2.7,2.1,2.3,63,0.968253968
224,74,Other Concepts,code,1,2,1.1,63,0.968253968
231,74,Other Concepts,code,4,4,4,63,0.968253968
250,74,Other Concepts,code,0.5,0.5,0.4,63,0.968253968
251,74,Other Concepts,code,1.4,0.9,1.1,63,0.968253968
255,74,Other Concepts,code,0.2,0.4,0.5,63,0.968253968
271,74,Other Concepts,code,0.1,0.1,0.1,63,0.968253968
282,74,Other Concepts,code,2.7,1.7,1.1,63,0.968253968
286,74,Other Concepts,code,1.3,1,1.4,63,0.968253968
290,74,Other Concepts,code,1.1,1,1.1,63,0.968253968
303,74,Other Concepts,code,1.8,2.9,2.2,63,0.968253968
314,74,Other Concepts,code,0.1,0.1,0.1,63,0.968253968
315,74,Other Concepts,code,0.3,0.2,0.2,63,0.968253968
318,74,Other Concepts,code,-1.5,-1,-0.5,63,0.952380952
322,74,Other Concepts,code,3,3.5,3.1,63,0.968253968
326,74,Other Concepts,code,4,-4,4,63,0.968253968
332,74,Other Concepts,code,1,0,0,63,0.968253968
343,74,Other Concepts,code,1.7,1.7,2.9,63,0.968253968
364,74,Other Concepts,code,-0.4,-0.1,-0.2,63,0.968253968
409,74,Other Concepts,code,0.9,2.3,0.7,63,0.968253968
413,74,Other Concepts,code,3.2,3.1,3.3,63,0.968253968
438,74,Other Concepts,code,1.1,3.2,3.7,63,0.968253968
2,75,Identity,coder,0.1,0.5,-0.2,62,0.967741935
15,75,Identity,coder,0.7,1.2,0.6,62,0.967741935
22,75,Identity,coder,1.1,1.1,1.8,62,0.967741935
40,75,Identity,coder,0.1,0.1,0.1,62,0.967741935
47,75,Identity,coder,2.4,1.6,1.8,62,0.967741935
55,75,Identity,coder,0.3,0.9,0.1,62,0.967741935
77,75,Identity,coder,4,3,3.8,62,0.967741935
81,75,Identity,coder,3.2,3.1,-3.4,62,0.967741935
100,75,Identity,coder,2.7,1.9,2.6,62,0.967741935
113,75,Identity,coder,2.2,3.1,2.1,62,0.967741935
124,75,Identity,coder,0.1,-0.1,0.1,62,0.967741935
139,75,Identity,coder,-2.9,-1.8,-3.6,62,0.967741935
148,75,Identity,coder,1.3,-1.4,2.2,62,0.935483871
151,75,Identity,coder,2.4,2.3,2.7,62,0.967741935
164,75,Identity,coder,0.1,-0.7,-0.6,62,0.967741935
181,75,Identity,coder,0.6,0.6,0.5,62,0.967741935
185,75,Identity,coder,2.3,3,3.1,62,0.967741935
202,75,Identity,coder,1,0.6,0.3,62,0.967741935
204,75,Identity,coder,1.3,1.8,1.6,62,0.967741935
212,75,Identity,coder,1.5,1.4,2.2,62,0.967741935
217,75,Identity,coder,3.6,2.9,3.2,62,0.967741935
218,75,Identity,coder,3.9,3.9,3.8,62,0.967741935
223,75,Identity,coder,3.7,3.2,3.8,62,0.967741935
228,75,Identity,coder,0.1,0.1,0.1,62,0.967741935
252,75,Identity,coder,1.9,2.5,2.5,62,0.967741935
253,75,Identity,coder,4,4,4,62,0.967741935
254,75,Identity,coder,2.8,3.4,3.6,62,0.967741935
285,75,Identity,coder,-4,2.1,-0.9,62,0.967741935
296,75,Identity,coder,4,4,2.3,62,0.967741935
297,75,Identity,coder,2.3,-0.9,0.2,62,0.967741935
301,75,Identity,coder,2.2,2.3,2.8,62,0.951612903
309,75,Identity,coder,0.1,-0.8,-0.6,62,0.967741935
340,75,Identity,coder,2.9,2.8,2.6,62,0.967741935
355,75,Identity,coder,3.3,3.9,3.7,62,0.967741935
356,75,Identity,coder,1,-0.7,1.7,62,0.967741935
360,75,Identity,coder,3.4,2.3,4,62,0.967741935
367,75,Identity,coder,1.9,1.3,0.3,62,0.967741935
368,75,Identity,coder,2.5,2.6,2.8,62,0.967741935
377,75,Identity,coder,2.1,-1.6,1.3,62,0.967741935
391,75,Identity,coder,3.9,3.4,3.8,62,0.967741935
394,75,Identity,coder,0.6,1.1,1,62,0.967741935
429,75,Identity,coder,3.4,3.1,3.4,62,0.951612903
441,75,Identity,coder,4,3.8,3.7,62,0.967741935
459,75,Identity,coder,2.3,2.3,2.2,62,0.967741935
468,75,Identity,coder,4,4,4,62,0.967741935
471,75,Identity,coder,1.1,-0.9,0.4,62,0.967741935
475,75,Identity,coder,3,2.1,1.2,62,0.967741935
478,75,Identity,coder,4,2.2,1.3,62,0.967741935
491,75,Identity,coder,0.5,1.3,1.8,62,0.967741935
633,75,Identity,coder,2,2.2,2.9,62,0.967741935
4,76,Identity,collaborator,3,3,1.6,62,0.967741935
12,76,Identity,collaborator,0.1,0.1,0.1,62,0.967741935
14,76,Identity,collaborator,3.8,3.8,3.8,62,0.967741935
27,76,Identity,collaborator,2.1,2,-1.3,62,0.967741935
30,76,Identity,collaborator,2.4,1.8,-1.3,62,0.967741935
34,76,Identity,collaborator,-0.4,0.7,1.3,62,0.967741935
37,76,Identity,collaborator,4,3.2,0.7,62,0.967741935
57,76,Identity,collaborator,-1.6,-1.9,2.3,62,0.967741935
65,76,Identity,collaborator,3.1,2.6,3.8,62,0.967741935
69,76,Identity,collaborator,2.6,2.3,2.1,62,0.967741935
82,76,Identity,collaborator,1.9,3.7,2.5,62,0.967741935
89,76,Identity,collaborator,1.9,2.8,3.2,62,0.967741935
91,76,Identity,collaborator,3.7,3.6,-1.4,62,0.967741935
96,76,Identity,collaborator,2.3,2.1,2.3,62,0.967741935
118,76,Identity,collaborator,1.5,2.5,0.9,62,0.967741935
125,76,Identity,collaborator,2.5,2.2,0.5,62,0.967741935
140,76,Identity,collaborator,2.3,1.9,-1.1,62,0.967741935
154,76,Identity,collaborator,2.1,1.1,2.2,62,0.967741935
176,76,Identity,collaborator,1.6,3.4,3.3,62,0.967741935
177,76,Identity,collaborator,2.1,2.1,3.5,62,0.967741935
182,76,Identity,collaborator,1.9,2.5,2.8,62,0.967741935
184,76,Identity,collaborator,2.1,3.1,2.1,62,0.967741935
192,76,Identity,collaborator,3.8,3.9,4,62,0.967741935
197,76,Identity,collaborator,2.9,2.3,3.6,62,0.967741935
201,76,Identity,collaborator,-0.9,-2,-3,62,0.967741935
208,76,Identity,collaborator,1,1.4,1.1,62,0.967741935
214,76,Identity,collaborator,3.4,3,3.9,62,0.967741935
259,76,Identity,collaborator,3.1,2,1,62,0.967741935
260,76,Identity,collaborator,0.7,0.2,1.4,62,0.967741935
272,76,Identity,collaborator,2.1,1.1,0.1,62,0.967741935
292,76,Identity,collaborator,-0.2,-0.6,3.1,62,0.967741935
293,76,Identity,collaborator,1.5,1.4,1.2,62,0.967741935
295,76,Identity,collaborator,0,4,4,62,0.967741935
317,76,Identity,collaborator,3.8,3.6,2.9,62,0.967741935
349,76,Identity,collaborator,1,1.1,1.9,62,0.967741935
357,76,Identity,collaborator,1.7,1.8,1.3,62,0.967741935
375,76,Identity,collaborator,3,3,3,62,0.967741935
381,76,Identity,collaborator,3.7,3.7,3.8,62,0.967741935
382,76,Identity,collaborator,2.1,1.2,1.1,62,0.967741935
385,76,Identity,collaborator,4,4,4,62,0.967741935
398,76,Identity,collaborator,4,4,4,62,0.967741935
399,76,Identity,collaborator,1.9,2.2,1.4,62,0.967741935
412,76,Identity,collaborator,1.6,2.2,1.8,62,0.967741935
414,76,Identity,collaborator,2.1,1.7,3.7,62,0.967741935
426,76,Identity,collaborator,2.2,3.1,2.9,62,0.967741935
437,76,Identity,collaborator,1.5,0.6,1,62,0.967741935
440,76,Identity,collaborator,1.7,1.6,1.7,62,0.967741935
457,76,Identity,collaborator,0.1,0.1,0.1,62,0.967741935
481,76,Identity,collaborator,3.4,3.1,2.6,62,0.967741935
670,76,Identity,collaborator,1.2,1.1,1.3,62,0.967741935
6,77,Asocial Behaviors,combine,-0.7,1.1,1,61,1
8,77,Asocial Behaviors,combine,2.5,1.4,1,61,1
33,77,Asocial Behaviors,combine,-2,-3.7,-0.9,61,1
42,77,Asocial Behaviors,combine,2.6,2.6,2.6,61,1
73,77,Asocial Behaviors,combine,3.1,2.4,3,61,1
86,77,Asocial Behaviors,combine,2.3,3.9,3.7,61,1
90,77,Asocial Behaviors,combine,1.4,1.1,1.1,61,1
93,77,Asocial Behaviors,combine,0.1,2,0,61,1
99,77,Asocial Behaviors,combine,1.1,2.2,1.7,61,1
104,77,Asocial Behaviors,combine,0.9,2.3,0.9,61,1
111,77,Asocial Behaviors,combine,1.6,-1.1,2.3,61,1
119,77,Asocial Behaviors,combine,1,2,0.1,61,1
133,77,Asocial Behaviors,combine,-2.1,0.8,-1,61,1
134,77,Asocial Behaviors,combine,1.1,-0.3,0.7,61,1
137,77,Asocial Behaviors,combine,2.9,3.2,3.2,61,1
160,77,Asocial Behaviors,combine,1.2,0.4,0.1,61,1
161,77,Asocial Behaviors,combine,0,0,0,61,1
167,77,Asocial Behaviors,combine,4,4,4,61,1
200,77,Asocial Behaviors,combine,-1.3,-1.3,-2.6,61,1
207,77,Asocial Behaviors,combine,-0.1,-0.1,0.1,61,1
210,77,Asocial Behaviors,combine,3.1,1.4,-1.1,61,0.983606557
221,77,Asocial Behaviors,combine,1.7,2,2.4,61,1
226,77,Asocial Behaviors,combine,3,2.4,3.5,61,1
230,77,Asocial Behaviors,combine,2.7,3.5,3.4,61,1
240,77,Asocial Behaviors,combine,4,4,4,61,1
241,77,Asocial Behaviors,combine,2,2.8,1.4,61,1
247,77,Asocial Behaviors,combine,0.6,0.8,0.3,61,1
256,77,Asocial Behaviors,combine,2.9,2.1,1.4,61,1
263,77,Asocial Behaviors,combine,0,0.1,-0.1,61,1
281,77,Asocial Behaviors,combine,2.9,2.8,2.8,61,1
304,77,Asocial Behaviors,combine,3.8,3,3.2,61,1
308,77,Asocial Behaviors,combine,0.5,1.4,-0.7,61,1
321,77,Asocial Behaviors,combine,-0.6,-0.6,1.1,61,0.950819672
346,77,Asocial Behaviors,combine,4,4,3.3,61,1
366,77,Asocial Behaviors,combine,0.5,-1.8,0.6,61,0.950819672
386,77,Asocial Behaviors,combine,3,2.1,3,61,1
397,77,Asocial Behaviors,combine,2,2.6,2.6,61,1
422,77,Asocial Behaviors,combine,4,4,4,61,1
431,77,Asocial Behaviors,combine,3.4,2.2,3.4,61,1
461,77,Asocial Behaviors,combine,4,4,4,61,1
479,77,Asocial Behaviors,combine,2.5,2.2,2.9,61,1
488,77,Asocial Behaviors,combine,3.8,3.1,0,61,1
497,77,Asocial Behaviors,combine,3.1,3.1,3.1,61,1
516,77,Asocial Behaviors,combine,2.6,3.4,2.4,61,1
520,77,Asocial Behaviors,combine,0.5,0.2,0.1,61,1
523,77,Asocial Behaviors,combine,2.1,1.6,2.1,61,1
526,77,Asocial Behaviors,combine,0.8,1.4,-1.4,61,1
529,77,Asocial Behaviors,combine,1.4,1,-1.2,61,1
549,77,Asocial Behaviors,combine,1.7,-0.3,0.7,61,1
648,77,Asocial Behaviors,combine,2,2,1.1,61,1
11,78,Other Concepts,command,3.8,2.8,3.8,62,0.967741935
26,78,Other Concepts,command,3.9,2,1.9,62,0.967741935
32,78,Other Concepts,command,3.9,4,3.9,62,0.967741935
49,78,Other Concepts,command,3.1,3.3,3.2,62,0.967741935
62,78,Other Concepts,command,1.9,2.5,3.1,62,0.967741935
84,78,Other Concepts,command,2.5,1.1,1.8,62,0.967741935
87,78,Other Concepts,command,3.4,2.7,1.3,62,0.967741935
88,78,Other Concepts,command,1.4,0.6,1.5,62,0.967741935
92,78,Other Concepts,command,0.8,2.1,3.3,62,0.967741935
102,78,Other Concepts,command,1.7,1.2,-0.7,62,0.967741935
112,78,Other Concepts,command,1.9,2.2,2.9,62,0.967741935
116,78,Other Concepts,command,1.8,2.2,1.6,62,0.967741935
127,78,Other Concepts,command,1.9,2.9,2,62,0.967741935
145,78,Other Concepts,command,3,2.3,2.1,62,0.967741935
152,78,Other Concepts,command,4,-2.1,2.8,62,0.967741935
157,78,Other Concepts,command,2,2.6,3.2,62,0.967741935
162,78,Other Concepts,command,2.2,3.1,2.1,62,0.967741935
171,78,Other Concepts,command,2,3.1,1.1,62,0.967741935
225,78,Other Concepts,command,2.5,2.3,2.7,62,0.967741935
235,78,Other Concepts,command,2.1,2.5,2.6,62,0.967741935
236,78,Other Concepts,command,1,1.3,0.1,62,0.967741935
239,78,Other Concepts,command,1.8,3.5,0,62,0.967741935
249,78,Other Concepts,command,0.1,-0.1,0.1,62,0.967741935
257,78,Other Concepts,command,3.8,4,4,62,0.967741935
261,78,Other Concepts,command,1.1,1.4,0.1,62,0.967741935
277,78,Other Concepts,command,2.2,3.3,1.5,62,0.967741935
298,78,Other Concepts,command,2,2.6,3.7,62,0.967741935
299,78,Other Concepts,command,2.8,2.5,1.9,62,0.967741935
302,78,Other Concepts,command,2,1.8,1.8,62,0.967741935
361,78,Other Concepts,command,1.4,1.4,0.8,62,0.967741935
373,78,Other Concepts,command,2.1,2.8,2.3,62,0.887096774
389,78,Other Concepts,command,3.5,3.7,3.8,62,0.967741935
401,78,Other Concepts,command,2.1,-1.7,1.7,62,0.967741935
402,78,Other Concepts,command,-0.5,0,-0.1,62,0.967741935
406,78,Other Concepts,command,4,0,0,62,0.967741935
416,78,Other Concepts,command,3.6,3.5,3.6,62,0.967741935
424,78,Other Concepts,command,3.3,3.3,4,62,0.967741935
430,78,Other Concepts,command,2.7,3.6,3.7,62,0.967741935
447,78,Other Concepts,command,0.5,2.4,1.8,62,0.967741935
460,78,Other Concepts,command,3.7,3.7,3.7,62,0.967741935
469,78,Other Concepts,command,4,4,4,62,0.967741935
484,78,Other Concepts,command,0.1,1,2,62,0.967741935
508,78,Other Concepts,command,0.7,0.7,0.8,62,0.967741935
510,78,Other Concepts,command,0.7,1.8,0.9,62,0.967741935
518,78,Other Concepts,command,1,1,1,62,0.967741935
521,78,Other Concepts,command,2.5,1.8,1.2,62,0.967741935
540,78,Other Concepts,command,2.1,-2.1,2.3,62,0.967741935
636,78,Other Concepts,command,1.4,1.9,2,62,0.967741935
654,78,Other Concepts,command,2,0.8,2,62,0.967741935
659,78,Other Concepts,command,3.1,2.9,2.9,62,0.967741935
5,79,Asocial Behaviors,comment,4,4,4,63,0.968253968
7,79,Asocial Behaviors,comment,2.6,2.2,3,63,0.968253968
13,79,Asocial Behaviors,comment,0.9,2.3,3,63,0.968253968
29,79,Asocial Behaviors,comment,2.8,1,1.7,63,0.968253968
48,79,Asocial Behaviors,comment,1,1,0.9,63,0.968253968
50,79,Asocial Behaviors,comment,-1,-2.1,-3,63,0.968253968
56,79,Asocial Behaviors,comment,1.8,1.9,1.7,63,0.968253968
66,79,Asocial Behaviors,comment,1.2,1.2,1.1,63,0.968253968
85,79,Asocial Behaviors,comment,-3.7,-0.6,0.9,63,0.968253968
97,79,Asocial Behaviors,comment,4,4,4,63,0.968253968
98,79,Asocial Behaviors,comment,4,2.7,3.2,63,0.968253968
103,79,Asocial Behaviors,comment,1.6,2.4,-0.5,63,0.968253968
109,79,Asocial Behaviors,comment,1.8,3.1,2.6,63,0.968253968
122,79,Asocial Behaviors,comment,-1.2,-1.8,-0.7,63,0.888888889
132,79,Asocial Behaviors,comment,1.8,-2.8,3,63,0.968253968
135,79,Asocial Behaviors,comment,2.2,3.2,2.2,63,0.968253968
149,79,Asocial Behaviors,comment,2,1,2.1,63,0.968253968
156,79,Asocial Behaviors,comment,3.7,3.3,1.8,63,0.968253968
158,79,Asocial Behaviors,comment,-2.7,-1.9,-1.9,63,0.968253968
169,79,Asocial Behaviors,comment,2,1.8,2.1,63,0.952380952
172,79,Asocial Behaviors,comment,4,3.9,-2.8,63,0.968253968
175,79,Asocial Behaviors,comment,2.9,2.1,1.1,63,0.968253968
180,79,Asocial Behaviors,comment,0.1,0.1,0.1,63,0.968253968
186,79,Asocial Behaviors,comment,1.2,0.8,0.6,63,0.968253968
187,79,Asocial Behaviors,comment,-2,1.7,3.2,63,0.968253968
193,79,Asocial Behaviors,comment,4,2.2,3,63,0.968253968
195,79,Asocial Behaviors,comment,3.7,4,0.8,63,0.968253968
199,79,Asocial Behaviors,comment,1.9,2.7,2,63,0.968253968
219,79,Asocial Behaviors,comment,1.5,1.6,-1.3,63,0.968253968
224,79,Asocial Behaviors,comment,1,2,0.9,63,0.968253968
231,79,Asocial Behaviors,comment,2.8,3.7,3.6,63,0.968253968
250,79,Asocial Behaviors,comment,0.1,0.1,0.1,63,0.968253968
251,79,Asocial Behaviors,comment,1.7,2,1.9,63,0.968253968
255,79,Asocial Behaviors,comment,0.5,1.4,0.7,63,0.968253968
271,79,Asocial Behaviors,comment,0.1,0.1,0.1,63,0.968253968
282,79,Asocial Behaviors,comment,3.3,1.6,2.5,63,0.968253968
286,79,Asocial Behaviors,comment,1.5,1.1,2.9,63,0.968253968
290,79,Asocial Behaviors,comment,2.1,3.1,3.2,63,0.968253968
303,79,Asocial Behaviors,comment,2.4,3.2,1.8,63,0.968253968
314,79,Asocial Behaviors,comment,0.1,0.2,0.1,63,0.968253968
315,79,Asocial Behaviors,comment,2.3,2.2,-1.9,63,0.968253968
318,79,Asocial Behaviors,comment,2.1,1.9,-1.1,63,0.952380952
322,79,Asocial Behaviors,comment,2.4,3,1.8,63,0.968253968
326,79,Asocial Behaviors,comment,-4,4,-4,63,0.968253968
332,79,Asocial Behaviors,comment,0,0,0,63,0.968253968
343,79,Asocial Behaviors,comment,1,1.2,1.4,63,0.968253968
364,79,Asocial Behaviors,comment,1.8,1.7,1.2,63,0.968253968
409,79,Asocial Behaviors,comment,0.6,2.1,2.9,63,0.968253968
413,79,Asocial Behaviors,comment,3,3.1,2.9,63,0.968253968
438,79,Asocial Behaviors,comment,1.3,2.8,3.2,63,0.968253968
11,80,Asocial Behaviors,commit,2.6,2.8,3.8,62,0.967741935
26,80,Asocial Behaviors,commit,3.9,3.9,3.9,62,0.967741935
32,80,Asocial Behaviors,commit,4,4,4,62,0.967741935
49,80,Asocial Behaviors,commit,2.9,2.9,3.1,62,0.967741935
62,80,Asocial Behaviors,commit,1.3,-0.6,1.3,62,0.967741935
84,80,Asocial Behaviors,commit,1.3,2.1,1.1,62,0.967741935
87,80,Asocial Behaviors,commit,3.5,-2.2,3.5,62,0.967741935
88,80,Asocial Behaviors,commit,1.3,0.7,0.7,62,0.967741935
92,80,Asocial Behaviors,commit,3.6,3.3,3.6,62,0.967741935
102,80,Asocial Behaviors,commit,2.3,1.7,1.2,62,0.967741935
112,80,Asocial Behaviors,commit,2.1,1.8,2.2,62,0.967741935
116,80,Asocial Behaviors,commit,1.1,-1.4,-1.6,62,0.967741935
127,80,Asocial Behaviors,commit,-0.8,-0.9,-0.9,62,0.967741935
145,80,Asocial Behaviors,commit,2.9,2.5,2.9,62,0.967741935
152,80,Asocial Behaviors,commit,2.2,3,3.8,62,0.967741935
157,80,Asocial Behaviors,commit,2.1,1,0.1,62,0.967741935
162,80,Asocial Behaviors,commit,1.3,1.4,2.4,62,0.967741935
171,80,Asocial Behaviors,commit,3.1,4,3.5,62,0.967741935
225,80,Asocial Behaviors,commit,1.7,1.5,1.5,62,0.967741935
235,80,Asocial Behaviors,commit,-2.6,-3.9,2.2,62,0.967741935
236,80,Asocial Behaviors,commit,2,3.1,1.9,62,0.967741935
239,80,Asocial Behaviors,commit,3.2,2.6,0.5,62,0.967741935
249,80,Asocial Behaviors,commit,3.2,3.8,1,62,0.967741935
257,80,Asocial Behaviors,commit,1.2,0.8,1.3,62,0.967741935
261,80,Asocial Behaviors,commit,3.2,2.8,2.1,62,0.967741935
277,80,Asocial Behaviors,commit,2.8,2.6,2.4,62,0.967741935
298,80,Asocial Behaviors,commit,4,3.1,-2.1,62,0.967741935
299,80,Asocial Behaviors,commit,2.8,2.4,1.7,62,0.967741935
302,80,Asocial Behaviors,commit,0.5,-0.2,0,62,0.967741935
361,80,Asocial Behaviors,commit,1.3,-1.1,1.4,62,0.967741935
373,80,Asocial Behaviors,commit,2.4,2.6,2.4,62,0.887096774
389,80,Asocial Behaviors,commit,3.3,3.6,3.7,62,0.967741935
401,80,Asocial Behaviors,commit,-0.6,1.8,2.1,62,0.967741935
402,80,Asocial Behaviors,commit,3,1.9,2.5,62,0.967741935
406,80,Asocial Behaviors,commit,0.1,-0.1,0,62,0.967741935
416,80,Asocial Behaviors,commit,3.8,3.6,3.8,62,0.967741935
424,80,Asocial Behaviors,commit,3.1,3.3,3.2,62,0.967741935
430,80,Asocial Behaviors,commit,3.1,2.6,1.9,62,0.967741935
447,80,Asocial Behaviors,commit,1,2.1,0.8,62,0.967741935
460,80,Asocial Behaviors,commit,1.4,2,1.5,62,0.967741935
469,80,Asocial Behaviors,commit,4,4,4,62,0.967741935
484,80,Asocial Behaviors,commit,2.1,1,1,62,0.967741935
508,80,Asocial Behaviors,commit,2,2,2,62,0.967741935
510,80,Asocial Behaviors,commit,1.5,1.8,0.9,62,0.967741935
518,80,Asocial Behaviors,commit,1.1,1,-1.5,62,0.967741935
521,80,Asocial Behaviors,commit,1.8,-0.6,1.3,62,0.967741935
540,80,Asocial Behaviors,commit,3.3,0.9,0.2,62,0.967741935
636,80,Asocial Behaviors,commit,1.6,1.4,1.6,62,0.967741935
654,80,Asocial Behaviors,commit,1,2.2,1.4,62,0.967741935
659,80,Asocial Behaviors,commit,2.7,2.9,3.1,62,0.967741935
10,81,Modifiers,committed,2,2.9,1.1,58,1
17,81,Modifiers,committed,3.1,2.1,2.1,58,1
18,81,Modifiers,committed,1.2,0.9,0.1,58,1
20,81,Modifiers,committed,1,0.1,-0.9,58,1
21,81,Modifiers,committed,3.3,3.1,2.8,58,1
23,81,Modifiers,committed,-1.1,-0.7,-2.1,58,1
31,81,Modifiers,committed,4,3.3,3.3,58,1
45,81,Modifiers,committed,0.6,-0.9,2,58,1
59,81,Modifiers,committed,2.9,2.6,2.7,58,1
64,81,Modifiers,committed,1.6,2.6,2.3,58,1
68,81,Modifiers,committed,-0.3,-0.2,-0.1,58,1
72,81,Modifiers,committed,2.1,2,2,58,1
79,81,Modifiers,committed,2.2,3.3,3.1,58,1
106,81,Modifiers,committed,3,3.2,3.1,58,1
117,81,Modifiers,committed,1.1,1.2,1.2,58,1
129,81,Modifiers,committed,3.5,3.7,3.5,58,1
143,81,Modifiers,committed,3.6,3.9,3.7,58,1
155,81,Modifiers,committed,4,4,4,58,1
196,81,Modifiers,committed,3.3,2.6,3.4,58,1
209,81,Modifiers,committed,2.1,2.2,2.1,58,1
216,81,Modifiers,committed,-1.9,-1.9,-2.1,58,1
234,81,Modifiers,committed,3.1,3.1,-1.8,58,1
245,81,Modifiers,committed,1.9,1.9,2,58,1
264,81,Modifiers,committed,3.1,3.1,1,58,1
267,81,Modifiers,committed,2.2,1.6,2,58,1
305,81,Modifiers,committed,1.8,2.8,2.9,58,1
311,81,Modifiers,committed,4,2,-0.7,58,1
320,81,Modifiers,committed,4,4,4,58,1
359,81,Modifiers,committed,0.6,-1.3,0.5,58,1
370,81,Modifiers,committed,1,1.2,0.8,58,1
378,81,Modifiers,committed,3.2,2,1.6,58,1
387,81,Modifiers,committed,2.1,2.1,2.7,58,1
410,81,Modifiers,committed,3.9,-2.9,-1.9,58,1
420,81,Modifiers,committed,4,4,4,58,1
421,81,Modifiers,committed,3.1,1.8,1.2,58,1
427,81,Modifiers,committed,3.9,3.4,3.9,58,1
449,81,Modifiers,committed,2.2,3,3.1,58,1
458,81,Modifiers,committed,1.1,2.5,3.1,58,1
465,81,Modifiers,committed,3.1,1,0.2,58,1
466,81,Modifiers,committed,2.1,3.3,0.8,58,1
470,81,Modifiers,committed,1.4,2.3,3.2,58,1
477,81,Modifiers,committed,3,3,2.9,58,1
483,81,Modifiers,committed,3,3.3,3.4,58,1
487,81,Modifiers,committed,2.6,4,-1.8,58,1
489,81,Modifiers,committed,3.7,2.4,3.7,58,1
492,81,Modifiers,committed,2.6,1.6,1.7,58,1
493,81,Modifiers,committed,2.2,2.8,2.3,58,1
495,81,Modifiers,committed,0.8,0.9,2.1,58,1
496,81,Modifiers,committed,2,2.1,2.1,58,1
498,81,Modifiers,committed,2.1,2.2,2.6,58,1
9,82,Asocial Behaviors,compare,0.7,0.1,1.1,62,0.967741935
19,82,Asocial Behaviors,compare,3.3,1.1,2.5,62,0.967741935
38,82,Asocial Behaviors,compare,3.9,3.9,1.1,62,0.967741935
53,82,Asocial Behaviors,compare,4,4,4,62,0.967741935
78,82,Asocial Behaviors,compare,3.1,3.2,3.6,62,0.967741935
83,82,Asocial Behaviors,compare,1.1,2.1,1.2,62,0.967741935
95,82,Asocial Behaviors,compare,1.5,2.6,1.8,62,0.967741935
105,82,Asocial Behaviors,compare,0.1,0,0.1,62,0.967741935
107,82,Asocial Behaviors,compare,1,2,0.8,62,0.967741935
108,82,Asocial Behaviors,compare,0,0,0,62,0.967741935
110,82,Asocial Behaviors,compare,1.1,-0.9,-0.7,62,0.967741935
115,82,Asocial Behaviors,compare,0.5,1.2,0,62,0.967741935
131,82,Asocial Behaviors,compare,2.5,2.9,3.1,62,0.967741935
136,82,Asocial Behaviors,compare,3.3,3.4,3.3,62,0.967741935
138,82,Asocial Behaviors,compare,3.1,3.1,3.2,62,0.951612903
142,82,Asocial Behaviors,compare,2.1,2.8,2.5,62,0.967741935
144,82,Asocial Behaviors,compare,0.3,0.6,3.7,62,0.967741935
150,82,Asocial Behaviors,compare,-0.1,-0.1,0,62,0.967741935
159,82,Asocial Behaviors,compare,2.6,2.6,3.1,62,0.967741935
165,82,Asocial Behaviors,compare,0.8,-0.7,0.9,62,0.967741935
178,82,Asocial Behaviors,compare,3.3,2.3,2.6,62,0.967741935
191,82,Asocial Behaviors,compare,1.8,2.4,2.4,62,0.967741935
198,82,Asocial Behaviors,compare,1.2,0.7,0.6,62,0.967741935
213,82,Asocial Behaviors,compare,3.1,1,-2.1,62,0.967741935
237,82,Asocial Behaviors,compare,3,3.1,3.1,62,0.967741935
